publish_date,content,time_24h,corrected_date,injury_severity,affected_party,collision,running_over_pedestrian,lost_control,crushed_into_obstacle,overturned,other,primary_accident_type_code,driver_ages,location,street,locality,day_of_week_num,rush_hour,rain_today,rain_last_3h,temp_avg,temp_min,temp_max,precip_mm_day,roadworks_nearby,primary_accident_type
2025-07-31,"The emergency services were called to assist 1,000 people over five days with cases ranging from fatal and life-threatening accidents to people who consumed too much alcohol, emergency doctor Michael Spiteri has said. Speaking on TVM news, Spiteri noted that between Thursday and Monday, the emergency ambulance service attended over 200 cases daily. “Half of the 1,000 calls for assistance included people with serious problems [who did not need immediate medical assistance for survival], and 10% of them were in a critical situation in which, a few minutes could make a difference between life and death”, he said. Spiteri appealed to people who happened to be passing near an accident, to keep away from the site in order not to disrupt the emergency doctors. He called for more sensitivity and for people not to film or photograph accidents, saying this caused psychological damage to patients and their relatives. Over the past days, there were five fatalities on the road. On Saturday, a 27-year-old motorcyclist — Bulgarian Tenyo Kosev — was killed when his bike was involved in a crash with a BMW in Pembroke in the early hours of the morning. The following day, a woman died in a head-on crash in Fgura that also involved former president George Abela and his wife. A motorcyclist died in Pietà a few hours later. And on Sunday, evening mother-of-four, Mildred Azzopardi, died when she was trapped between two cars in a crash. A 23-year-old soldier has been charged with involuntary homicide for her death. On Tuesday, 63-year-old Tallinja driving instructor Karmenu Muscat, died after a bus rolled back on him at the Floriana Park and Ride facility at around 1.45 pm.",13:45,2025-07-31,serious,motorcyclist,0,0,0,1,0,0,FXOBJ,"['27', '23', '63']","TVM news, Spiteri noted that between Thursday and Monday, the emergency ambulance service attended over 200 cases daily","TVM news, Spiteri noted that between Thursday and Monday",the emergency ambulance service attended over 200 cases daily,3,0,False,False,25.4,22.0,30.4,0.0,False,crushed into an obstacle
2025-08-03,"Six people were killed between July 23 and 29, marking the deadliest week on Malta’s roads in at least 25 years, a toll that one expert says is a result of chronic failure to prioritise safety in road design. Data compiled by transport activist Paolo Cassar Manghi shows that no other seven-day period since at least 2000 has recorded so many road deaths. Cassar Manghi, a transport researcher and road safety advocate, described the spike in fatalities as “tragic but not surprising”, warning that the country’s road infrastructure often encourages speed rather than discouraging risk. Among the six victims were a driving instructor crushed by a runaway bus, a motorcyclist and a pedestrian killed in a crash involving a parked car. On the same week, three others were killed in unrelated violent incidents, in one of the bloodiest weeks in Malta on record. On July 23, a 79-year-old woman from Mosta died after the Renault van she was a passenger in crashed with a Suzuki Swift car in Lija. Three days later, Tenyo Kosev died when his Honda motorcycle was involved in a collision with a BMW 1 Series motorcycle in Pembroke at around 1am. Last Sunday, three people died. Mildred Azzopardi was crushed to death after a vehicle ploughed into a parked car, fatally hitting the 62-year-old. Azzopardi’s husband, Alfred, was critically injured. Benjamin Chetcuti, who was driving the car that hit the Azzopardis, is facing charges of manslaughter and driving under the influence of alcohol. The other two victims were a motorcyclist and a car passenger who was involved in a collision with a car driven by former president George Abela with his wife Margaret in the passenger seat.  Transport Minister Chris Bonett, however, has insisted that the police unit is not a replacement for the bureau and the two bodies will work together. “Two types of investigation are carried out: to establish what led to an accident, and second, to see what happens next... the idea is to work together,” he said in June. Bonett later clarified that the bureau’s main task will be to analyse how to make roads safer and recommend changes. A terrible week made worse by double murder, death after hotel brawl The bloodbath in Malta was exacerbated with the murder of two men and another who died following a fight. Two men – Anthony Agius and Dennis Mifsud – were shot dead in the Kunċizzjoni area of Baħrija. Seventy-two-year-old Carmelo Ciantar has been arrested over the crime. Separately, Roderick Sciortino died on Thursday following a hotel brawl in Mellieħa. His death remains under investigation, with conflicting reports over whether a pre-existing brain tumour contributed to his collapse.",01:00,2025-08-03,critical,pedestrian,1,1,0,0,0,0,PED,"['79', '62']","Malta’s roads in at least 25 years, a toll that one expert says is a result of chronic failure to prioritise safety in road design",Malta’s roads in at least 25 years,a toll that one expert says is a result of chronic failure to prioritise safety in road design,6,0,False,False,27.3,22.6,32.8,0.0,False,running over pedestrian
2025-08-04,"Former president George Abela and his wife Margaret, who suffered serious injuries following a traffic accident a week ago, have been discharged from hospital. The couple, who are also the parents of Prime Minister Robert Abela, were discharged late last week and are now “recovering slowly at home”, a spokesperson for the Department of Information said. They were amongst others injured in a head-on collision between a Toyota Corolla and an Audi Q3 on July 27 at 3.30 pm on Triq Hompesh, the busy Fgura road leading to Żabbar. A 71-year-old woman from Żabbar involved in the collision was pronounced dead shortly after the incident. Her 23-year-old daughter was also in a critical condition but has since been discharged. Besides George and Margaret Abela, three others were in the Audi: a 42-year-old woman and two boys aged 14 and 11. George Abela, 77, served as president of Malta from 2009 to 2014. Before that he was a senior figure in the Labour Party, serving for a time as deputy leader. He was also a candidate for the role of party leader in 2008. The week between July 23 and 29 was the deadliest week on Malta’s roads in at least 25 years, with multiple fatalities reported.",15:30,2025-08-04,serious,driver,1,0,0,0,0,0,COLL,"['71', '23', '42']",July 27 at 3,July 27 at 3,,0,0,False,False,26.2,22.7,30.5,0.0,False,collision
2025-08-05,"Two people were left with serious injuries in separate traffic accidents on Monday. The first incident occurred at around 3.30pm on Aldo Moro Street in Marsa, when a Kymco motorcycle ridden by a 67-year-old man from Tarxien and a BMW I3 car driven by a 79-year-old Sliema woman were involved in a collision. The man was treated at the scene before being taken to Mater Dei Hospital. The second incident took place at around 5pm on Triq il-Mosta in Lija, when a collision occurred between a Mercedes A180 driven by a 28-year-old man from Birkirkara and a Renault Megane driven by a 36-year-old Naxxar woman. The 28-year-old was treated at the scene and taken to Mater Dei. Both hospitalised motorists were certified as suffering from serious injuries. Police investigations are ongoing.",15:30,2025-08-04,serious,motorcyclist,1,0,0,0,0,0,COLL,"['67', '79', '28', '36', '28']",Monday,Monday,,0,0,False,False,26.2,22.7,30.5,0.0,False,collision
2025-08-09,"A 25-year-old woman was taken to hospital on Saturday morning after she overturned her car while driving through the San Ġwann valley. The woman, who lives in Swieqi, was driving a Volkswagen Polo on Triq il-Pellikan at around 7.30am when she lost control of the vehicle and overturned it. She was extracted from the vehicle and taken to hospital by ambulance for treatment. No information about her medical condition was available at the time of writing, but a police spokesperson said her injuries were not critical. The road was temporarily closed to traffic while officers cleared the scene.",07:30,2025-08-09,critical,driver,0,0,1,0,1,0,ROLL,['25'],Saturday morning after she overturned her car while driving through the San Ġwann valley,Saturday morning after she overturned her car while driving through the San Ġwann valley,,5,0,False,False,27.6,23.6,32.3,0.0,False,overturned
2025-08-10,"A 72-year-old pedestrian was seriously injured when he was hit by a car on National Road, Floriana. The police said the accident happened at 9am on Sunday when the elderly man was hit by a Peugeot Partner van that was being driven by a 78-year-old man from Birżebbuġa. The victim was hospitalised. The police are investigating.",09:00,2025-08-10,serious,pedestrian,0,1,0,0,0,0,PED,"['72', '78']","National Road, Floriana",National Road,Floriana,6,0,False,False,28.6,23.6,34.5,0.0,False,running over pedestrian
2025-08-10,"The motorist who was behind the wheel of a cab that crashed into a hairdresser's shop on Thursday morning was drunk, a court heard during his arraignment on Sunday. Police Inspector Nathan Bugeja told Magistrate Gianella Camilleri Busuttil that the motorist, 42-year-old Somali Abdi Salaan Mahammad Abditon, suffered slight injuries when he lost control of the car and crashed into the salon on Cannon Road, Sta Venera. A breathalyser test in hospital showed an alcohol level of over 100 when he should not have had any alcoholic drink, being a cab driver.  No one was injured in the incident, which happened at about 8am and was recorded on CCTV.  The hairdresser avoided injury because she happened to be outside feeding cats. The defence requested bail, with the legal aid lawyer arguing that his client had not had any previous court cases and did not know the witnesses. The prosecution opposed the request, pointing out that this was a serious case, and the accused had told the police that he wished to speak to the shop's owner. Bail was denied.",08:00,2025-08-10,minor,driver,0,0,1,1,0,0,FXOBJ,['42'],"Thursday morning was drunk, a court heard during his arraignment on Sunday",Thursday morning was drunk,a court heard during his arraignment on Sunday,6,0,False,False,28.6,23.6,34.5,0.0,False,crushed into an obstacle
2025-08-11,"A fundraiser for a food courier killed in a hit-and-run on Sunday has raised over €11,000 in less than 24 hours. Khim Bahadur Pun, 42, from Nepal, was carrying his Wolt delivery bag when his motorcycle was hit in  Birkirkara at 5.25am. An underage driver, who was arrested after fleeing the scene, is to be arraigned on Monday in connection with the crash.  The Non-Resident Nepali Association (NRNA) said there had been ""huge support"" for a fundraiser it set up to help the father-of-three's family and to cover the funeral costs in Nepal.   Khanal described the Nepalese community as ""one big family"", and said the loss of Pun had deeply affected them all. He said he was deeply moved and grateful to see such ""overwhelming"" support for Pun. ""This generosity not only reflects the kindness and compassion of people here in Malta and beyond, but also gives strength and hope to Khim's family during this incredibly difficult time. It's a powerful reminder that humanity transcends borders, and when we come together, we can truly make a difference."" A 17-year-old from Qormi, is due to be taken to court on Monday afternoon.  The motorist was driving his father's Maserati Levante when the crash happened at 5.20am in Psaila Street, Sta Venera. He was arrested several hours later, along with an 18-year-old passenger who also ran away from the scene.  A third passenger, an 18-year-old woman also from Qormi, was arrested minutes after the crash, close to the scene of the crash, having suffered injuries.",05:25,2025-08-10,death,motorcyclist,0,0,0,1,0,0,FXOBJ,"['17', '18', '18']",Birkirkara at 5,Birkirkara at 5,,6,0,False,False,28.6,23.6,34.5,0.0,False,crushed into an obstacle
2025-08-11,"A food courier was seriously injured when he lost control of his motorcycle and crashed at Mosta Road, Mġarr, late on Sunday. The police said the 33-year-old Indian national, a resident in San Ġwann fell off his motorcycle at about 7pm. He was given first aid by an ambulance crew and hospitalised in a serious condition.  It was the second serious incident involving a food courier on Sunday. Earlier in the day, a Nepalese courier died when his motorcycle was hit by a car driven by an underage motorist in Sta Venera.",19:00,2025-08-10,serious,motorcyclist,0,0,1,1,0,0,FXOBJ,['33'],"Mosta Road, Mġarr, late on Sunday","Mosta Road, Mġarr",late on Sunday,6,0,False,False,28.6,23.6,34.5,0.0,False,crushed into an obstacle
2025-08-12,"The sister of the food courier killed in a hit-and-run on Sunday said his family depends on him to cover everyday expenses, and, now, they are concerned about how the young family will cope. “He would send money every month to cover the children’s fees, school bills, housing bills, everything,” his sister, Nardevi Pun said. “His three children and wife depend on him. Now we are worried how his young family will cope.” Khim Bahadur Pun, 42, from Nepal, was carrying his Wolt delivery bag when his motorcycle was hit by a Maserati car in Birkirkara at 5.25am on Sunday. A 17-year-old driver, who was arrested after fleeing the scene yesterday pleaded not guilty to causing his death and to driving under the influence. Nardevi, 39, who lives in Nepal, said the family are deeply upset and shocked by her brother’s death. Holding back tears, she said the last time she spoke to her older brother was the day before the fatal accident, on Saturday, when the two chatted briefly. “He told me he was coming back to Nepal very soon. He told me that, after three or four months, he would be back,” she said. The middle child of three siblings, Khim moved to Malta over three years ago to work as a courier. His younger sister said their parents are devastated by the news of his death, grieving at the loss of their youngest son. “It was completely unexpected and they are overcome by sadness,” she said. 'Anger and frustration' She described how the family was filled with “anger and frustration” over the loss of Khim, who she described as a “vibrant soul” taken away too soon.  “The circumstances surrounding Khim’s death are unacceptable. This was not an accident; it was a reckless act that resulted in the loss of a precious life. We demand justice for Khim,” she said, highlighting how the driver must be held accountable for their actions. She said Khim’s wife was informed about her husband’s death by his brother’s wife. “She fainted when told and has not stopped crying since,” Nardevi said. She said Khim’s eldest son, who is 14, knows about his father’s death. His younger son, eight, and his six-year-old daughter still do not know. Khim’s sister described him as an honest and hard-working man. “He was a good person and always looked out for others in our community. He was always ready to help someone in need,” she explained. “My family and I are so sad and upset as we lost a huge pillar of our family.” When the family found out the circumstances around Khim’s death, she said the family began to question law and order in Malta. “We want justice for Khim and his family. His family need support and must be kept informed about the case.” €16,000 raised to repatriate the body, help the family Pun’s body will be repatriated on Wednesday a final farewell will be organised by members of the Nepali community outside Mater Dei Hospital at  9am. A vigil for Pun was held by Nepalese nationals near the crash site on Sunday evening, when they lit candles and prayed. A fundraiser organised by the Non-Resident Nepali Association (NRNA) had raised over €16,000 by Monday afternoon to help his family and cover the funeral costs in Nepal. “Seeing this huge support towards the GoFundMe page for Khim shows the kindness and solidarity not only within our own Nepali community but also from the Maltese and other friends around us,” NRNA president, Rems Khanal said.",05:25,2025-08-11,death,motorcyclist,0,0,0,1,0,0,FXOBJ,['17'],"Sunday said his family depends on him to cover everyday expenses, and, now, they are concerned about how the young family will cope","Sunday said his family depends on him to cover everyday expenses, and, now",they are concerned about how the young family will cope,0,0,False,False,28.3,23.5,33.3,0.0,False,crushed into an obstacle
2025-08-14,"A 21-year-old Italian motorcyclist was rushed to the hospital early on Thursday morning after crashing into a concrete barricade.  A police spokesperson said the accident happened at around 5.30 am in Triq Sant' Sant'Andrija in Pembroke, in St. Andrew's area.  According to investigations, the man lost control of the Kymco Agility motorbike and crashed into the concrete traffic barricade. The motorcyclist was rushed to the hospital for further medical assistance and was certified with serious injuries. The road leading towards the Coast Road is currently closed.  Magistrate Monica Borg Galea is leading an inquiry into the crash.",05:30,2025-08-14,serious,motorcyclist,0,0,1,1,0,0,FXOBJ,['21'],Thursday morning after crashing into a concrete barricade,Thursday morning after crashing into a concrete barricade,,4,0,False,False,28.3,24.5,33.4,0.0,False,crushed into an obstacle
2025-08-22,A motorcyclist was seriously injured in an early morning collision on Friday as police continue to search for a man who was allegedly involved in the accident but ran away from the scene. A 57-year old man from Msida who was riding a Honda motorbike was involved in a collision with a Nissan March at 5.30am on Sir Anthony Mamo street in Birkirkara. The motorcyclist was given medical assistance on site and was later transferred to hospital by ambulance where he was found to have sustained serious injuries. A 25-year old woman from St Paul’s Bay who was in the Nissan was not injured but was taken to hospital suffering from shock.  The police are looking for a man who allegedly was also in the Nissan at the time of the accident but ran away from the scene. It is not clear if he was the driver or a passenger.  Magistrate Monica Borg Galea has launched an inquiry as police continue their investigations.,05:30,2025-08-22,serious,motorcyclist,1,0,0,0,0,0,COLL,[],Friday as police continue to search for a man who was allegedly involved in the accident but ran away from the scene,Friday as police continue to search for a man who was allegedly involved in the accident but ran away from the scene,,4,0,False,False,28.2,24.6,34.1,0.0,False,collision
2025-08-23,"Over 24 hours after a collision between a motorcycle and a car left a biker with serious injuries, police are still looking for the car driver who fled the scene of the accident. A 57-year-old man from Msida, who was riding a Honda motorbike, was involved in a collision with a Nissan March at 5.30am on Friday on Sir Anthony Mamo Street in Birkirkara. Police had said that a 25-year old woman, who is now understood to have been the passenger in the Nissan, was taken to hospital in a state of shock. She was otherwise uninjured. However, the male driver of the Nissan allegedly fled the scene of the accident. On Saturday afternoon, police confirmed they are still looking for the man as investigations into the accident continue. Magistrate Monica Borg Galea has launched an inquiry.",05:30,2025-08-22,no injuries,motorcyclist,1,0,0,0,0,0,COLL,['57'],Friday on Sir Anthony Mamo Street in Birkirkara,Friday on Sir Anthony Mamo Street in Birkirkara,,4,0,False,False,28.2,24.6,34.1,0.0,False,collision
2025-08-25,"Police are still searching for a man who allegedly fled the scene of an accident that left a motorcyclist seriously injured four days ago. On Friday, a 57-year-old man who was riding a Honda motorbike was involved in a collision with a Nissan March at 5.30am on Sir Anthony Mamo Street in Birkirkara.  The motorcyclist was taken to the hospital, where he was found to have sustained serious injuries.  At the time, police said a 25-year-old woman was taken to the hospital in a state of shock, but officers were still searching for a man who was allegedly in the car at the time of the accident and fled the scene.  Replying to questions on Monday, police said a magisterial inquiry and police investigations are still ongoing, noting it ""wouldn't be prudent to comment further at this stage"". After further questioning, a police spokesperson said the male person who was allegedly in the vehicle during the accident has not yet been found.  Magistrate Monica Borg Galea has launched an inquiry. On August 10, a food courier was killed after a hit-and-run in Birkirkara. The 17-year-old driver was arrested hours later after fleeing the scene on foot.",05:30,2025-08-25,serious,motorcyclist,1,0,0,0,0,0,COLL,"['57', '25', '17']",Sir Anthony Mamo Street in Birkirkara,Sir Anthony Mamo Street in Birkirkara,,0,0,False,False,26.7,23.0,31.0,0.0,False,collision
2025-08-27,"A motorcyclist was grievously injured after he was involved in a collision with a car in Żebbuġ on Tuesday evening. The accident happened at 6.30pm on Attard Road, in Żebbuġ when a 28-year old motorcyclist from Siġġiewi riding a Benelli motorbike was involved in a collision with a Peugeot 2008 driven by a 32-year old man from Balzan. The motorcyclist was taken to Mater Dei hospital by ambulance where he was certified to have sustained grievous injuries. Police investigations are underway.",18:30,2025-08-26,grievous,motorcyclist,1,0,0,0,0,0,COLL,[],Tuesday evening,Tuesday evening,,1,1,False,False,25.6,21.9,29.1,0.0,False,collision
2025-08-27,"A woman involved in a Baħar ic-Cagħaq collision that left a motorcyclist seriously injured has pleaded guilty on most of the charges, except that of reckless driving. Yoana Valentinova Gatt, a 44-year-old Bulgarian national living in St Paul’s Bay, stands accused of causing grievous bodily harm through negligence, reckless driving, damaging the victim’s motorcycle, driving under the influence and drink driving.  She is pleading guilty to four out of five charges. A breathalyser test had revealed she was six times over the legal limit, with the test marking 124.9 μg/100ml (microgrammes of alcohol per 100ml breath). On Wednesday morning, police inspector Nathan Bugejatold the court the police were informed about a collision between a car and a motorcycle just before the exit to the roundabout at about 3:37pm. Initially, the motorcyclist was certified as being in danger of dying. CCTV footage captured the whole accident as it happened. “The motorcycle was at the stop sign on the give way, when Gatt ran over it,” Bugeja told the court. Fiott asked whether her client had been speeding, and Bugeja said that while he could not calculate the speed from watching the CCTV footage, “it did not show any large amounts of speed”. The court is still in session. More details to follow.",15:37,2025-08-27,serious,motorcyclist,1,0,0,0,0,0,COLL,['44'],"St Paul’s Bay, stands accused of causing grievous bodily harm through negligence, reckless driving, damaging the victim’s motorcycle, driving under the influence and drink driving","St Paul’s Bay, stands accused of causing grievous bodily harm through negligence, reckless driving, damaging the victim’s motorcycle",driving under the influence and drink driving,2,0,False,False,27.1,24.0,31.0,0.0,False,collision
2025-08-29,A motorcyclist was grievously injured on Friday afternoon after he was involved in a collision with a car in Marsa. The accident happened at around 3.15pm in Triq Emmanuele Luigi Galizia. The 55-year old man who is from Birżebbuġa was riding his Daelim motorbike when he was involved in a collision with a BMW 318 driven by a 33-year old woman from Luqa. A 74-year old man also from Luqa was a passenger in the car. The motorcyclist was given first aid on site before being transferred to Mater Dei Hospital where he was found to have sustained grievous injuries. Police investigations are under way.,15:15,2025-08-29,grievous,motorcyclist,1,0,0,0,0,0,COLL,[],Friday afternoon after he was involved in a collision with a car in Marsa,Friday afternoon after he was involved in a collision with a car in Marsa,,4,0,False,False,27.1,25.0,30.0,0.0,False,collision
2025-08-31,"Tista' taqra bil- Malti.
An 87-year-old woman from Qormi was hospitalised today after she was run over in Qormi this morning.
The incident occurred at approximately 7:30am on Triq l-Imdina, Qormi. Initial police investigations indicate that the woman was hit by a vehicle driven by a 68-year-old man, also a resident of Qormi.
A medical team attended to the woman at the scene before she was transported to the hospital by ambulance. She has been certified as having sustained grievous injuries.
Police investigations are ongoing.
A previous version of this article incorrectly stated the location of the accident. The police have since clarified that the incident occurred on Triq l-Imdina, Qormi, and not Vjal il-Kottoner, Fgura. We apologise for this error.",07:30,2025-08-31,grievous,pedestrian,0,1,0,0,0,0,PED,"['87', '68']",Qormi this morning,Qormi this morning,,6,0,False,False,26.8,22.8,31.3,0.0,False,running over pedestrian
2025-09-03,"An elderly Maltese couple were killed in a car accident on a Sicily motorway on Wednesday.  Sources confirmed the husband, aged 73, and his 69-year old wife were driving a Toyota Yaris with a Maltese registration number plate on the Catania – Ragusa motorway close to Lentini when they were involved in a head-on collision with a truck at 3pm. Local radio station Radio Una Voce Vicina reported that emergency services from Augusta, the fire brigade and a helicopter ambulance were called on site.  The couple were extracted from the car but medical officers confirmed they had been killed on impact, reports said. The bodies were transferred to the mortuary at Lentini hospital.   The motorway was closed in both directions for several hours during the investigation. Both vehicles were taken away as part of the investigations at the request of authorities in Siracusa.  More to follow.",15:00,2025-09-03,death,driver,1,0,0,0,0,0,COLL,[],Wednesday,Wednesday,,2,0,False,False,27.5,23.9,32.7,0.0,False,collision
2025-09-05,"Two men were injured on Thursday afternoon following a traffic accident on Gżira front.  The police were informed of the accident at around 6.15pm in Triq ix-Xatt, when a 24-year-old moped driver, from Tarxien, riding a Surron Light Bee, was involved in a collision with a Honda NSC110 driven by a 35-year-old Libyan from Żurrieq.  A medical team was called to the scene, and both men were rushed to Mater Dei Hospital.  Later, the 35-year-old man was certified to have sustained serious injuries. The other driver was certified as slightly injured. Police investigations are still ongoing.",18:15,2025-09-04,serious,driver,1,0,0,0,0,0,COLL,"['24', '35', '35']",Thursday afternoon following a traffic accident on Gżira front,Thursday afternoon following a traffic accident on Gżira front,,3,1,False,False,25.0,21.4,29.0,0.0,False,collision
2025-09-11,"A motorcyclist was left with serious injuries after a traffic accident on Thursday morning.   In a statement, police said the 33-year-old man appeared to have lost control of the Wottan Storm motorcycle he was riding at around 7.30am on Dun Karm Street, Msida.  He was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious.   Investigations are ongoing.",07:30,2025-09-11,serious,motorcyclist,0,0,1,0,0,0,LOC,['33'],Thursday morning,Thursday morning,,3,1,True,False,27.5,25.8,30.0,0.2,False,lost control of the vehicle
2025-09-14,"occurred at around 1.30am on Triq Mikiel Anton Vassalli in Msida, when a Honda CB650 motorcycle driven by a Ta’ Xbiex man, 34, was involved in a collision with a Mazda Demio driven by a 24-year-old man from Vittoriosa. Medical staff attended both scenes, with the 69-year-old man and the motorcyclist taken to Mater Dei Hospital for further treatment, where their injuries were certified as serious. Investigations are continuing.",01:30,2025-09-14,serious,motorcyclist,1,0,0,0,0,0,COLL,"['24', '69']","Triq Mikiel Anton Vassalli in Msida, when a Honda CB650 motorcycle driven by a Ta’ Xbiex man, 34, was involved in a collision with a Mazda Demio driven by a 24-year-old man from Vittoriosa","Triq Mikiel Anton Vassalli in Msida, when a Honda CB650 motorcycle driven by a Ta’ Xbiex man, 34",was involved in a collision with a Mazda Demio driven by a 24-year-old man from Vittoriosa,6,0,False,False,25.4,22.0,30.1,0.0,False,collision
2025-09-16,"A 29-year-old Spanish woman was seriously injured when she was hit by a car in Republic Street, Victoria, Gozo on Tuesday afternoon. The police said the accident happened at 12.15pm. The pedestrian was hit by a Mazda 2 driven by a 69-year-old woman from Victoria. She was hospitalised.  The police are investigating.",12:15,2025-09-16,serious,pedestrian,0,1,0,0,0,0,PED,"['29', '69']","Republic Street, Victoria, Gozo on Tuesday afternoon","Republic Street, Victoria",Gozo on Tuesday afternoon,1,0,False,False,25.5,21.0,30.0,0.0,False,running over pedestrian
2025-09-17,"A man was seriously injured after he was hit by a car in a parking area in Żabbar on Tuesday evening.  According to the police, the accident happened at 11.30 pm in a parking area in Triq il-Mina ta’Hompesch, when a 52-year-old man from Żurrieq was hit by a Toyota Vitz driven by a 26-year-old man from Kalkara.  The pedestrian was taken to Mater Dei Hospital, where he was certified to be suffering from serious injuries.  Magistrate Philip Galea Farrugia is leading an inquiry, and police investigations into the accident are ongoing.",23:30,2025-09-16,serious,pedestrian,0,1,0,0,0,0,PED,"['52', '26']",Tuesday evening,Tuesday evening,,1,0,False,False,25.5,21.0,30.0,0.0,False,running over pedestrian
2025-09-18,"A man accused of murdering a driver after a minor road collision has been charged with a second alleged road rage incident that took place months before the fatal shooting. Mohamed Hamdan, 46, appeared in court yesterday to face a string of driving offences  over a January incident in St Paul’s Bay, in which he allegedly rammed his truck into a car following a traffic dispute. The incident, caught on camera and exclusively revealed by Times of Malta, involved Hamdan allegedly attempting to park his truck to make a water delivery to a hotel. Police inspector Warren Galea told the court that the alleged victim, driving a red Mazda, had overtaken Hamdan and blocked his access to the designated delivery spot on Triq it-Turisti.   The two men exited their vehicles and initially exchanged words. The situation quickly escalated, and a passenger had to intervene to separate them. Hamdan then returned to his truck and drove into the Mazda, which was later declared a total loss. Three other parked vehicles were also extensively damaged. The court heard that the accused was arrested at the time but released on police bail until February 26, pending the submission of medical documentation by the alleged victim. Despite repeated visits by Hamdan to the Qawra police station to seek updates, the requested documents were not submitted until March. The alleged victim presented a medical certificate and vehicle damage valuation report, both dated January. Hamdan also sustained a scratch, which was certified as slight injuries. Hamdan was called back to the police station on April 15. He requested to have his lawyer, Nicholas Mifsud, present before any interrogation. However, inspector Galea explained that due to Mifsud’s involvement in a high-profile jury case, the interview was postponed. Before a new date could be set, the fatal Bidnija shooting occurred. Hamdan was arrested and charged with murdering Jean Paul Busuttil in yet another traffic dispute. Given the circumstances, police decided to file the earlier road rage charges on July 4 without conducting a formal interrogation. Hamdan pleaded not guilty to wilful damage to a car, slightly injuring the driver, damaging three parked cars through negligent and reckless driving, dangerous driving and recidivism. The alleged victim took the stand yesterday. Cautioned that he could face charges himself, the man chose to testify. He said he had been collecting employees from the Buġibba Hotel at around 6.30am when Hamdan’s truck reversed towards him. He claimed he tried to manoeuvre around the truck, asking Hamdan to let him pass so the latter could park. The witness described Hamdan exiting the truck and allegedly swearing and trying to punch him. He said his employees stepped in to defuse the situation, and as he returned to close the back passenger door, Hamdan drove his truck into his car and then several others. Under cross-examination, the alleged victim admitted that his car was in the middle of the road but insisted he had no alternative route to where he was going. He denied pushing Hamdan but admitted to “blocking” him when the accused attempted to strike him. Lawyer Jacob Magri, representing the alleged victim as parte civile, requested a protection order following the testimony. The court, presided over by Magistrate Leonard Caruana, is expected to rule on the matter from chambers. The case continues in October. Police inspector Warren Galea prosecuted. Lawyer Nicholas Mifsud assisted Hamdan. Lawyers Arthur Azzopardi and Jacob Magri are assisting alleged victim.",06:30,2025-09-17,minor,driver,1,0,0,0,0,0,COLL,[],"St Paul’s Bay, in which he allegedly rammed his truck into a car following a traffic dispute",St Paul’s Bay,in which he allegedly rammed his truck into a car following a traffic dispute,2,0,False,False,26.0,22.0,31.1,0.0,False,collision
2025-09-19,"A motorcyclist was seriously injured after he was involved in a collision with a car in Bormla on Thursday evening.  A police statement said the accident happened on Triq San Ġwann t'Għuxa at 8.45pm, when a 54-year-old motorcyclist from Żabbar riding a Honda motorbike was involved in a collision with a Hyundai I30 driven by a 34-year-old man from Msida.  A medical team was called to the scene, and the motorcyclist was taken to Mater Dei Hospital via ambulance. He was later certified as having suffered serious The motorcyclist was seen by a medical team on site and later taken to Mater Dei Hospital, where he was certified suffering serious injuries.  Magistrate Monica Borg Galea is leading an inquiry, and police investigations into the accident are ongoing.",20:45,2025-09-18,serious,motorcyclist,1,0,0,0,0,0,COLL,"['54', '34']",Bormla on Thursday evening,Bormla on Thursday evening,,3,0,True,False,25.9,23.0,29.3,0.1,False,collision
2025-09-20,"A British man was arrested in Gozo on Saturday after allegedly stealing a motorbike in Sannat and later crashing it into another bike in Għarb, leaving one rider grievously injured. Police said the 30-year old suspect was riding a stolen Kymco motorbike when it was involved in a collision with a Honda motorbike driven by a 34-year old man from Xagħra at around 1.30pm in Triq l-Għarb. The Honda rider was certified as being grievously injured. Witnesses reported that the Kymco rider fled the scene on foot. A search was launched, and officers soon tracked him down nearby. Police said the man was “aggressive towards the police” during his arrest, though no officers were injured. Both riders were taken to Gozo General Hospital for treatment. The British man’s condition remains pending. Police investigations are ongoing.",13:30,2025-09-20,grievous,motorcyclist,1,0,0,0,0,0,COLL,[],"Gozo on Saturday after allegedly stealing a motorbike in Sannat and later crashing it into another bike in Għarb, leaving one rider grievously injured",Gozo on Saturday after allegedly stealing a motorbike in Sannat and later crashing it into another bike in Għarb,leaving one rider grievously injured,5,0,False,False,25.6,23.6,29.0,0.0,False,collision
